product_id,product_name,price,rating,url
P0099,Xiaomi 15T 5G 12GB 512GB,12990000,4.9,https://fptshop.com.vn/dien-thoai/xiaomi-15t
P0100,Samsung Galaxy S25 FE 5G 8GB 128GB,13590000,4.9,https://fptshop.com.vn/dien-thoai/samsung-galaxy-s25-fe
P0101,Samsung Galaxy S24 FE 5G 128GB,12490000,4.9,https://fptshop.com.vn/dien-thoai/samsung-galaxy-s24-fe
P0102,Xiaomi Redmi 14C 4GB 128GB,2790000,4.9,https://fptshop.com.vn/dien-thoai/xiaomi-redmi-14c
P0103,Samsung Galaxy S26 5G 12GB 256GB,21290000,4.9,https://fptshop.com.vn/dien-thoai/samsung-galaxy-s26
P0104,OPPO A58 8GB 128GB,4390000,4.9,https://fptshop.com.vn/dien-thoai/oppo-a58-8gb
P0105,Honor X8d 8GB 128GB,7080000,4.9,https://fptshop.com.vn/dien-thoai/honor-x8d
P0106,Xiaomi Redmi Note 15 Pro 5G 12GB 256GB,11190000,4.9,https://fptshop.com.vn/dien-thoai/xiaomi-redmi-note-15-pro-5g
P0107,OPPO Reno12 F 5G 8GB 256GB,6990000,4.9,https://fptshop.com.vn/dien-thoai/oppo-reno12-f
P0108,Nubia V70 Design 8GB 128GB,3390000,4.9,https://fptshop.com.vn/dien-thoai/nubia-v70-design
P0109,Samsung Galaxy Z Fold7 5G 12GB 256GB,39990000,4.9,https://fptshop.com.vn/dien-thoai/samsung-galaxy-z-fold7
P0110,Nokia 105 DS Pro 4G,750000,4.9,https://fptshop.com.vn/dien-thoai/nokia-105-ds-pro-4g
P0111,Masstel Fami 60S 4G,750000,4.9,https://fptshop.com.vn/dien-thoai/masstel-fami-60s-4g
